Rank,Change,Player,School,Position,Height,Weight,CollegeClass,Date,DraftStatus
30,-12,Jalen Reagor,TCU,WRS,"5'11""",195,,2019-09-22,
31,+1,Xavier McKinney,Alabama,S,"6'1""",196,,2019-09-22,
32,-2,D'Andre Swift,Georgia,RBF,"5'9""",215,,2019-09-22,
33,-17,Tee Higgins,Clemson,WRF,"6'4""",200,,2019-09-22,
34,+6,Tylan Wallace,Oklahoma State,WRF,"6'0""",185,,2019-09-22,
35,+4,Trevon Diggs,Alabama,CB,"6'2""",200,,2019-09-22,
36,+24,Tristan Wirfs,Iowa,OT,"6'5""",320,,2019-09-22,
37,+8,Ashtyn Davis,California,S,"6'1""",201,,2019-09-22,
38,+53,Malik Harrison,Ohio State,ILB,"6'3""",245,,2019-09-22,
39,NEW,Joe Burrow,LSU,QB,"6'4""",216,,2019-09-22,
40,-10,J.K. Dobbins,Ohio State,RBF,"5'10""",214,,2019-09-22,
41,+4,Darryl Williams,Mississippi State,OC,"6'2""",310,,2019-09-22,
42,+11,Curtis Weaver,Boise State,EDGE,"6'3""",266,,2019-09-22,
43,-6,Jacob Eason,Washington,QB,"6'6""",228,,2019-09-22,
44,+24,Alex Leatherwood,Alabama,OT,"6'6""",304,,2019-09-22,
45,-3,Jacob Phillips,LSU,ILB,"6'4""",229,,2019-09-22,
46,-2,Albert Okwuegbunam,Missouri,TE,"6'5""",255,,2019-09-22,
47,-11,Shaquille Quarterman,Miami (FL),ILB,"6'1""",240,,2019-09-22,
48,+3,Ben Bredeson,Michigan,OG,"6'5""",320,,2019-09-22,
49,+6,Lloyd Cushenberry,LSU,OC,"6'3""",312,,2019-09-22,
50,+4,Collin Johnson,Texas,WRF,"6'6""",220,,2019-09-22,
51,+6,T.J. Vasher,Texas Tech,WRF,"6'6""",190,,2019-09-22,
52,+102,Solomon Kindley,Georgia,OG,"6'4""",335,,2019-09-22,
53,-6,Kenny Willekes,Michigan State,EDGE,"6'4""",260,,2019-09-22,
54,-20,Anfernee Jennings,Alabama,EDGE,"6'3""",259,,2019-09-22,
55,+75,Jacob Breeland,Oregon,TE,"6'5""",240,,2019-09-22,
56,+73,Prince Tega Wanogho,Auburn,OT,"6'7""",310,,2019-09-22,
57,+7,Rashard Lawrence,LSU,DL1T,"6'3""",317,,2019-09-22,
58,+10,Richard LeCounte,Georgia,S,"5'11""",190,,2019-09-22,
59,+3,Jaylon Johnson,Utah,CB,"6'0""",190,,2019-09-22,
60,+14,K.J. Hill,Ohio State,WRF,"6'0""",195,,2019-09-22,
61,-14,Tommy Kraemer,Notre Dame,OG,"6'6""",319,,2019-09-22,
62,+18,Justin Madubuike,Texas A&M,DL3T,"6'3""",304,,2019-09-22,
63,+15,Brandon Jones,Texas,S,"6'0""",210,,2019-09-22,
64,+5,Steven Montez,Colorado,QB,"6'5""",230,,2019-09-22,
65,NEW,Yasir Durant,Missouri,OT,"6'7""",330,,2019-09-22,
66,--,A.J. Terrell,Clemson,CB,"6'2""",190,,2019-09-22,
67,+55,Chuba Hubbard,Oklahoma State,RBF,"6'1""",207,,2019-09-22,
68,+49,Nick Harris,Washington,OC,"6'1""",302,,2019-09-22,
69,+4,Cam Akers,Florida State,RBF,"5'11""",210,,2019-09-22,
70,+23,Alohi Gilman,Notre Dame,S,"5'11""",201,,2019-09-22,
71,+6,Lavert Hill,Michigan,CB,"5'11""",181,,2019-09-22,
72,+66,Lucas Niang,TCU,OT,"6'7""",328,,2019-09-22,
73,-3,Julian Okwara,Notre Dame,EDGE,"6'5""",241,,2019-09-22,
74,+270,Hakeem Adeniji,Kansas,OG,"6'5""",310,,2019-09-22,
75,+20,Kenneth Murray,Oklahoma,OLB,"6'2""",238,,2019-09-22,
76,NEW,Kevin Jarvis,Michigan State,OG,"6'4""",317,,2019-09-22,
77,-22,Michael Pinckney,Miami (FL),OLB,"6'1""",220,,2019-09-22,
78,-17,Marlon Davidson,Auburn,DL5T,"6'3""",278,,2019-09-22,
79,+2,K.J. Costello,Stanford,QB,"6'5""",215,,2019-09-22,
80,+40,Jalen Hurts,Oklahoma,QB,"6'2""",210,,2019-09-22,
81,+86,Sam Ehlinger,Texas,QB,"6'3""",235,,2019-09-22,
82,+157,Neville Gallimore,Oklahoma,DL1T,"6'2""",330,,2019-09-22,
83,+28,Saahdiq Charles,LSU,OT,"6'5""",305,,2019-09-22,
84,+19,Brycen Hopkins,Purdue,TE,"6'5""",245,,2019-09-22,
85,+16,Sean Pollard,Clemson,OC,"6'5""",320,,2019-09-22,
86,--,Dontavious Jackson,Florida State,ILB,"6'3""",233,,2019-09-22,
87,+20,DeVonta Smith,Alabama,WRF,"6'1""",193,,2019-09-22,
88,-39,Michael Divinity Jr.,LSU,OLB,"6'2""",238,,2019-09-22,
89,--,Anthony Hines,Texas A&M,OLB,"6'3""",226,,2019-09-22,
90,-33,Eno Benjamin,Arizona State,RBF,"5'10""",201,,2019-09-22,
91,-4,Darnay Holmes,UCLA,CB,"5'10""",198,,2019-09-22,
92,-8,Anthony McFarland Jr.,Maryland,RBC,"5'8""",193,,2019-09-22,
93,-35,Colby Parkinson,Stanford,TE,"6'7""",240,,2019-09-22,
94,+57,Antoine Winfield Jr.,Minnesota,S,"5'10""",207,,2019-09-22,
95,-12,K'Lavon Chaisson,LSU,OLB,"6'4""",238,,2019-09-22,
96,-20,Najee Harris,Alabama,RBF,"6'2""",230,,2019-09-22,
97,+3,Matt Bushman,BYU,TE,"6'5""",245,,2019-09-22,
98,+27,Mustafa Johnson,Colorado,DL3T,"6'2""",290,,2019-09-22,
99,+14,Shyheim Carter,Alabama,CB,"6'0""",195,,2019-09-22,
100,NEW,Jordan Love,Utah State,QB,"6'4""",225,,2019-09-22,
101,+301,Darrion Daniels,Nebraska,DL1T,"6'3""",320,,2019-09-22,
102,+6,Tuf Borland,Ohio State,ILB,"6'1""",230,,2019-09-22,
103,+69,Logan Stenberg,Kentucky,OG,"6'6""",326,,2019-09-22,
104,+5,Joe Bachie,Michigan State,ILB,"6'2""",238,,2019-09-22,
105,-63,Donovan Peoples-Jones,Michigan,WRF,"6'2""",208,,2019-09-22,
106,-31,Marvin Wilson,Florida State,DL1T,"6'5""",314,,2019-09-22,
107,-13,Liam Eichenberg,Notre Dame,OT,"6'6""",305,,2019-09-22,
108,-36,Willie Gay Jr.,Mississippi State,OLB,"6'2""",235,,2019-09-22,
109,+6,Jeffrey McCulloch,Texas,ILB,"6'3""",245,,2019-09-22,
110,-39,T.J. McCoy,Louisville,OC,"6'1""",315,,2019-09-22,
111,+16,Darrell Taylor,Tennessee,EDGE,"6'4""",247,,2019-09-22,
112,+24,Chase Claypool,Notre Dame,WRF,"6'4""",227,,2019-09-22,
113,+192,Khaleke Hudson,Michigan,OLB,"6'0""",220,,2019-09-22,
114,-8,Glen Logan,LSU,DL5T,"6'4""",297,,2019-09-22,
115,+11,K.J. Hamler,Penn State,WRS,"5'9""",174,,2019-09-22,
116,-14,Jonathon Cooper,Ohio State,EDGE,"6'4""",257,,2019-09-22,
117,+27,J.R. Reed,Georgia,S,"6'1""",199,,2019-09-22,
118,-2,Mike Hampton,South Florida,CB,"6'1""",180,,2019-09-22,
119,+96,Evan Weaver,California,ILB,"6'3""",245,,2019-09-22,
120,+104,Kylin Hill,Mississippi State,RBF,"5'11""",215,,2019-09-22,
121,-61,Tarik Black,Michigan,WRF,"6'3""",215,,2019-09-22,
122,-7,Akeem Davis- Gaither,Appalachian State,OLB,"6'2""",210,,2019-09-22,
123,-59,Khalid Kareem,Notre Dame,EDGE,"6'4""",265,,2019-09-22,
124,+26,Jabari Zuniga,Florida,EDGE,"6'4""",257,,2019-09-22,
125,+10,Chase Lucas,Arizona State,CB,"6'0""",175,,2019-09-22,
126,+30,Carter Coughlin,Minnesota,OLB,"6'4""",245,,2019-09-22,
127,-75,Shea Patterson,Michigan,QB,"6'2""",200,,2019-09-22,
128,-3,Paddy Fisher,Northwestern,ILB,"6'4""",241,,2019-09-22,
129,-43,Zack Moss,Utah,RBF,"5'10""",210,,2019-09-22,
130,+36,Mitchell Wilcox,South Florida,TE,"6'5""",245,,2019-09-22,
131,-82,Trey Smith,Tennessee,OG,"6'6""",337,,2019-09-22,
132,+224,Keandre Jones,Maryland,OLB,"6'2""",228,,2019-09-22,
133,-50,Mekhi Becton,Louisville,OT,"6'7""",355,,2019-09-22,
134,-2,Brian Lewerke,Michigan State,QB,"6'3""",214,,2019-09-22,
135,-22,Hamsah Nasirildeen,Florida State,S,"6'3""",216,,2019-09-22,
136,+8,Erroll Thompson,Mississippi State,ILB,"6'1""",250,,2019-09-22,
137,-32,Damien Lewis,LSU,OG,"6'2""",335,,2019-09-22,
138,-40,Josh Kaindoh,Florida State,EDGE,"6'7""",261,,2019-09-22,
139,+7,Benito Jones,Ole Miss,DL1T,"6'1""",326,,2019-09-22,
140,+77,Paulson Adedo,Stanford,CB,"6'1""",189,,2019-09-22,
141,-41,Shane Lemieux,Oregon,OG,"6'4""",317,,2019-09-22,
142,-6,Ke'Shawn Vaughn,Vanderbilt,RBF,"5'10""",215,,2019-09-22,
143,+14,Nate Stanley,Iowa,QB,"6'4""",243,,2019-09-22,
144,-2,T.J. Carter,Memphis,CB,"5'11""",180,,2019-09-22,
145,-16,McTelvin Agim,Arkansas,DL5T,"6'3""",279,,2019-09-22,
146,-8,Tyler Johnson,Minnesota,WRF,"6'2""",200,,2019-09-22,
147,-50,A.J. Dillon,Boston College,RBF,"6'0""",245,,2019-09-22,
148,-8,Jonathan Garvin,Miami (FL),EDGE,"6'4""",250,,2019-09-22,
149,-69,Alton Robinson,Syracuse,EDGE,"6'4""",257,,2019-09-22,
150,-9,Zack Shackelford,Texas,OC,"6'4""",305,,2019-09-22,
151,-3,Damon Arnette,Ohio State,CB,"6'0""",195,,2019-09-22,
152,+31,Cam Brown,Penn State,ILB,"6'5""",230,,2019-09-22,
153,NEW,Trevon Hill,Miami (FL),EDGE,"6'3""",245,,2019-09-22,
154,+15,Robert Windsor,Penn State,DL3T,"6'4""",289,,2019-09-22,
155,-2,Luke Campbell,Michigan State,OT,"6'5""",302,,2019-09-22,
156,NEW,Jace Whittaker,Arizona,CB,"5'11""",185,,2019-09-22,
157,-66,Jared Pinkney,Vanderbilt,TE,"6'4""",255,,2019-09-22,
158,+2,Justin Jefferson,LSU,WRF,"6'2""",185,,2019-09-22,
159,+48,Scott Frantz,Kansas State,OT,"6'5""",303,,2019-09-22,
160,+4,Corey Bethley,TCU,DL3T,"6'2""",290,,2019-09-22,
161,NEW,Eric Lee Jr.,Nebraska,S,"6'0""",215,,2019-09-22,
162,-30,Scottie Phillips,Ole Miss,RBC,"5'8""",212,,2019-09-22,
163,+11,Krys Barnes,UCLA,ILB,"6'1""",235,,2019-09-22,
164,-41,Myles Dorn,North Carolina,S,"6'1""",198,,2019-09-22,
165,+261,Benny LeMay,Charlotte,RBF,"6'0""",218,,2019-09-22,
166,+15,Richard Moore,SMU,OLB,"6'0""",230,,2019-09-22,
167,-34,Christian Rector,USC,EDGE,"6'4""",275,,2019-09-22,
168,-49,Lorenzo Neal,Purdue,DL3T,"6'3""",315,,2019-09-22,
169,-4,Bryan Edwards,South Carolina,WRF,"6'3""",215,,2019-09-22,
170,-17,Levonta Taylor,Florida State,CB,"5'10""",181,,2019-09-22,
171,+163,Darrynton Evans,Appalachian State,RBF,"5'11""",190,,2019-09-22,
172,-16,Marcelino Ball,Indiana,S,"6'0""",220,,2019-09-22,
173,+27,Jared Rice,Fresno State,TE,"6'5""",238,,2019-09-22,
174,NEW,Anthony Gordon,Washington State,QB,"6'3""",210,,2019-09-22,
175,-4,Jake Hanson,Oregon,OC,"6'5""",297,,2019-09-22,
176,+164,Jordan Mack,Virginia,ILB,"6'2""",230,,2019-09-22,
177,+12,Joe Gaziano,Northwestern,DL5T,"6'4""",275,,2019-09-22,
178,-32,Frederick Mauigoa,Washington State,OC,"6'3""",310,,2019-09-22,
179,+5,Mohamed Barry,Nebraska,ILB,"6'1""",230,,2019-09-22,
180,-2,A.J. Green,Oklahoma State,CB,"6'1""",194,,2019-09-22,
181,+12,Khalil Davis,Nebraska,DL1T,"6'2""",310,,2019-09-22,
182,-5,Rayshard Ashby,Virginia Tech,ILB,"5'10""",230,,2019-09-22,
183,-10,Kalija Lipscomb,Vanderbilt,WRF,"6'1""",200,,2019-09-22,
184,NEW,Jonathan Greenard,Florida,EDGE,"6'3""",263,,2019-09-22,
185,+95,Josiah Deguara,Cincinnati,TE,"6'3""",240,,2019-09-22,
186,-68,Julian Rochester,Georgia,DL3T,"6'5""",300,,2019-09-22,
187,+13,Jordan Elliott,Missouri,DL3T,"6'4""",315,,2019-09-22,
188,+255,Ben Cleveland,Georgia,OG,"6'6""",335,,2019-09-22,
189,-31,Marlon Tuipulotu,USC,DL3T,"6'3""",305,,2019-09-22,
190,-2,Trystan Colon-Castillo,Missouri,OC,"6'4""",315,,2019-09-22,
191,-5,Trey Sermon,Oklahoma,RBF,"6'0""",224,,2019-09-22,
192,+134,Tra Minter,South Alabama,RBC,"5'9""",200,,2019-09-22,
193,-29,Kyle Dugger,Lenoir–Rhyne,S,"6'2""",205,,2019-09-22,
194,-18,Josh Uche,Michigan,OLB,"6'3""",238,,2019-09-22,
195,-15,Pete Werner,Ohio State,ILB,"6'3""",236,,2019-09-22,
196,-17,Isaiahh Loudermilk,Wisconsin,DL5T,"6'7""",306,,2019-09-22,
197,-7,Patrick Johnson,Tulane,EDGE,"6'3""",255,,2019-09-22,
198,-38,Greg Eiland,Mississippi State,OT,"6'8""",335,,2019-09-22,
199,+55,Chauncey Rivers,Mississippi State,DL5T,"6'3""",275,,2019-09-22,
200,-79,Jon Runyan,Michigan,OT,"6'5""",310,,2019-09-22,
201,+67,Jake Bentley,South Carolina,QB,"6'2""",220,,2019-09-22,
202,-10,DeMarkus Acy,Missouri,CB,"6'2""",195,,2019-09-22,
203,-53,Michael Warren II,Cincinnati,RBF,"5'11""",218,,2019-09-22,
204,-8,David Dowell,Michigan State,S,"6'1""",205,,2019-09-22,
205,-7,Britain Covey,Utah,WRS,"5'8""",170,,2019-09-22,
206,NEW,Hunter Bryant,Washington,TE,"6'2""",241,,2019-09-22,
207,NEW,Thayer Munford,Ohio State,OT,"6'6""",319,,2019-09-22,
208,-116,Ty Chandler,Tennessee,RBC,"5'11""",201,,2019-09-22,
209,+76,Antonio Gandy-Golden,Liberty,WRF,"6'4""",216,,2019-09-22,
210,+9,Raequan Williams,Michigan State,DL3T,"6'4""",298,,2019-09-22,
211,-8,Nyles Pinckney,Clemson,DL3T,"6'1""",305,,2019-09-22,
212,-13,Zach Robertson,Arizona State,OT,"6'5""",335,,2019-09-22,
213,-51,Lamical Perine,Florida,RBF,"5'11""",227,,2019-09-22,
214,-39,Jaquarius Landrews,Mississippi State,S,"5'11""",197,,2019-09-22,
215,+11,T.J. Brunson,South Carolina,ILB,"6'0""",230,,2019-09-22,
216,+188,James Gilbert,Kansas State,RBC,"5'9""",198,,2019-09-22,
217,+12,Leki Fotu,Utah,DL1T,"6'5""",330,,2019-09-22,
218,-10,Essang Bassey,Wake Forest,CB,"5'10""",190,,2019-09-22,
219,-2,Michael Pittman Jr.,USC,WRF,"6'4""",223,,2019-09-22,
220,-23,Kellen Mond,Texas A&M,QB,"6'2""",217,,2019-09-22,
221,+4,Cameron Dantzler,Mississippi State,CB,"6'2""",185,,2019-09-22,
222,+21,Patrick Queen,LSU,ILB,"6'2""",232,,2019-09-22,
223,+15,Bobby Roundtree,Illinois,EDGE,"6'5""",255,,2019-09-22,
224,-159,Jonah Jackson,Ohio State,OG,"6'3""",309,,2019-09-22,
225,-3,Aaron Fuller,Washington,WRS,"5'11""",186,,2019-09-22,
226,-16,Daelin Hayes,Notre Dame,DL5T,"6'4""",268,,2019-09-22,
227,NEW,Jack Freudenthal,Wake Forest,TE,"6'3""",235,,2019-09-22,
228,+202,John Simpson,Clemson,OG,"6'4""",330,,2019-09-22,
229,+53,Cale Garrett,Missouri,ILB,"6'3""",230,,2019-09-22,
230,+128,Dominik Eberle,Utah State,PK,"6'2""",195,,2019-09-22,
231,+9,Jordon Scott,Oregon,DL1T,"6'1""",329,,2019-09-22,
232,+7,Levi Onwuzurike,Washington,DL3T,"6'3""",282,,2019-09-22,
233,-13,Matt Hennessy,Temple,OC,"6'4""",295,,2019-09-22,
234,-3,Josh Metellus,Michigan,S,"5'11""",215,,2019-09-22,
235,-51,Tyler Higby,Michigan State,OG,"6'4""",303,,2019-09-22,
236,-23,Braden Mann,Texas A&M,P,"5'11""",195,,2019-09-22,
237,-8,Kamal Martin,Minnesota,ILB,"6'3""",235,,2019-09-22,
238,NEW,Charles Williams,UNLV,RBC,"5'9""",190,,2019-09-22,
239,+18,Davion Taylor,Colorado,OLB,"6'2""",220,,2019-09-22,
240,+77,Marcel Spears Jr.,Iowa State,OLB,"6'1""",215,,2019-09-22,
241,-144,Markus Bailey,Purdue,ILB,"6'1""",240,,2019-09-22,
242,+12,Keith Ismael,San Diego State,OC,"6'3""",311,,2019-09-22,
243,+12,Kary Vincent Jr.,LSU,CB,"5'10""",182,,2019-09-22,
244,+20,David Reese II,Florida,ILB,"6'1""",248,,2019-09-22,
245,-39,Tyler Clark,Georgia,DL1T,"6'4""",300,,2019-09-22,
246,-29,Colin Schooler,Arizona,ILB,"6'0""",236,,2019-09-22,
247,+80,Tavien Feaster,South Carolina,RBF,"5'11""",220,,2019-09-22,
248,-3,Jack Anderson,Texas Tech,OC,"6'5""",321,,2019-09-22,
249,-23,Tedarrell Slaton,Florida,DL1T,"6'5""",343,,2019-09-22,
250,+8,Kylan Wilborn,Arizona,EDGE,"6'2""",248,,2019-09-22,
251,NEW,Tyler Coyle,Connecticut,S,"6'0""",207,,2019-09-22,
252,NEW,Salvon Ahmed,Washington,RBC,"5'11""",196,,2019-09-22,
253,+10,Logan Wilson,Wyoming,ILB,"6'2""",250,,2019-09-22,
254,NEW,Marvin Kinsey Jr.,Colorado State,RBF,"6'1""",206,,2019-09-22,
255,+7,Jason Strowbridge,North Carolina,DL3T,"6'3""",285,,2019-09-22,
256,+19,Jordan Williams,Clemson,DL3T,"6'4""",305,,2019-09-22,
257,+2,Denzel Mims,Baylor,WRF,"6'3""",197,,2019-09-22,
258,+19,Dante Olson,Montana,ILB,"6'3""",237,,2019-09-22,
259,-155,Marquez Callaway,Tennessee,WRF,"6'2""",200,,2019-09-22,
260,-19,Jalen Elliott,Notre Dame,S,"6'0""",207,,2019-09-22,
261,-17,James Wiggins,Cincinnati,S,"6'0""",206,,2019-09-22,
262,-94,J.J. Taylor,Arizona,RBC,"5'6""",184,,2019-09-22,
263,NEW,Tamorrion Terry,Florida State,WRF,"6'4""",203,,2019-09-22,
264,-37,Devin Duvernay,Texas,WRS,"5'11""",186,,2019-09-22,
265,+99,Malcolm Roach,Texas,DL3T,"6'3""",291,,2019-09-22,
266,+3,Theo Howard,UCLA,WRF,"6'0""",182,,2019-09-22,
267,+44,Kyahva Tezino,San Diego State,OLB,"6'0""",230,,2019-09-22,
268,-74,Rico Bussey Jr.,North Texas,WRF,"6'2""",193,,2019-09-22,
269,-18,Thomas Graham Jr.,Oregon,CB,"5'11""",191,,2019-09-22,
270,NEW,Ahmad Wagner,Kentucky,WRF,6'5',238,,2019-09-22,
271,-62,Scott Lashley,Alabama,OT,"6'7""",307,,2019-09-22,
272,NEW,Shaun Wade,Ohio State,S,"6'1""",194,,2019-09-22,
273,NEW,Oluwole Betiku,Illinois,EDGE,"6'3""",240,,2019-09-22,
274,-26,Leo Lewis,Mississippi State,ILB,"6'2""",245,,2019-09-22,
275,+1,Bravvion Roy,Baylor,DL1T,6'1,330,,2019-09-22,
276,-16,Rashad Weaver,Pitt,EDGE,"6'5""",260,,2019-09-22,
277,+101,Noah Togiai,Oregon State,TE,"6'4""",241,,2019-09-22,
278,-12,Keisean Lucier-South,UCLA,EDGE,"6'4""",235,,2019-09-22,
279,NEW,Mason Fine,North Texas,QB,"5'11""",190,,2019-09-22,
280,-8,Connor Slomka,Army,FB,"6'0""",240,,2019-09-22,
281,-31,Khalil Brooks,Middle Tennessee,OLB,"5'11""",206,,2019-09-22,
282,NEW,Larell Murchison,NC State,DL5T,"6'3""",291,,2019-09-22,
283,+10,Daniel Bituli,Tennessee,ILB,"6'3""",244,,2019-09-22,
284,+4,Jeff Gladney,TCU,CB,"5'10""",183,,2019-09-22,
285,-39,De'Jon Harris,Arkansas,ILB,"6'0""",244,,2019-09-22,
286,NEW,Moe Neal,Syracuse,RBF,"5'11""",195,,2019-09-22,
287,--,Cesar Ruiz,Michigan,OC,"6'4""",319,,2019-09-22,
288,+38,Doug Costin,Miami (OH),DL3T,"6'2""",295,,2019-09-22,
289,-18,Josiah Scott,Michigan State,CB,"5'10""",168,,2019-09-22,
290,+6,Jake Verity,East Carolina,PK,"6'1""",185,,2019-09-22,
291,-83,Tommy Townsend,Florida,P,"6'2""",183,,2019-09-22,
292,-40,Jordan Fuller,Ohio State,S,"6'2""",205,,2019-09-22,
293,-61,Jet Toner,Stanford,PK,"6'4""",201,,2019-09-22,
294,-16,Isaiah Zuber,Mississippi State,WRS,"5'11""",186,,2019-09-22,
295,-9,Robert Landers,Ohio State,DL3T,"6'1""",285,,2019-09-22,
296,-11,Juwan Johnson,Oregon,WRF,"6'4""",227,,2019-09-22,
297,+3,Sage Lewis,Florida International,ILB,"6'1""",240,,2019-09-22,
298,-25,Jahad Woods,Washington State,OLB,"6'0""",225,,2019-09-22,
299,-8,Van Jefferson,Florida,WRF,"6'2""",197,,2019-09-22,
300,+20,Kendall Coleman,Syracuse,EDGE,"6'3""",266,,2019-09-22,
301,--,Malik Herring,Georgia,DL5T,"6'3""",280,,2019-09-22,
302,-66,Breiden Fehoko,LSU,DL5T,"6'4""",291,,2019-09-22,
303,-117,Harrison Bryant,Florida Atlantic,TE,"6'5""",240,,2019-09-22,
304,-100,Tre'Vour Wallace-Simms,Missouri,OG,"6'5""",330,,2019-09-22,
305,-22,Troy Pride Jr.,Notre Dame,CB,"5'11""",192,,2019-09-22,
306,+98,Bradlee Anae,Utah,EDGE,"6'3""",265,,2019-09-22,
307,NEW,Qaadir Sheppard,Ole Miss,EDGE,"6'3""",252,,2019-09-22,
308,+23,Levante Bellamy,Western Michigan,RBC,"5'9""",185,,2019-09-22,
309,-15,Kiel Pollard,South Carolina,FB,"6'1""",235,,2019-09-22,
310,-30,Reggie Walker,Kansas State,EDGE,"6'2""",246,,2019-09-22,
311,-46,Julian Blackmon,Utah,S,"6'1""",195,,2019-09-22,
312,-17,Rashad Robinson,James Madison,CB,"5'11""",185,,2019-09-22,
313,+24,Brendon Hayes,UCF,DL5T,"6'3""",293,,2019-09-22,
314,+9,Josiah Coatney,Ole Miss,DL3T,"6'4""",314,,2019-09-22,
315,+4,Charles Snowden,Virginia,EDGE,"6'7""",225,,2019-09-22,
316,+16,Baron Browning,Ohio State,ILB,"6'3""",248,,2019-09-22,
317,-20,Quincy Roche,Temple,EDGE,"6'4""",235,,2019-09-22,
318,+97,Sean McKeon,Michigan,TE,"6'5""",251,,2019-09-22,
319,-16,Colton Jackson,Arkansas,OT,"6'5""",301,,2019-09-22,
320,-5,Monty Rice,Georgia,ILB,"6'1""",235,,2019-09-22,
321,-15,John Penisini,Utah,DL3T,"6'2""",320,,2019-09-22,
322,-99,Jay Tufele,USC,DL3T,"6'3""",310,,2019-09-22,
323,+57,Rodrigo Blankenship,Georgia,PK,"6'1""",191,,2019-09-22,
324,-11,Bryan London II,Texas State,OLB,"6'2""",232,,2019-09-22,
325,-122,Drew Richmond,USC,OT,"6'5""",316,,2019-09-22,
326,-70,Raymond Calais,Louisiana-Lafayette,RBC,"5'9""",180,,2019-09-22,
327,-6,Mykal Walker,Fresno State,ILB,"6'3""",220,,2019-09-22,
328,+126,Trevis Gipson,Tulsa,DL5T,"6'4""",268,,2019-09-22,
329,-48,John Hightower,Boise State,WRF,"6'2""",184,,2019-09-22,
330,NEW,Carlos Davis,Nebraska,DL3T,"6'2""",320,,2019-09-22,
331,-24,Dicaprio Bootle,Nebraska,CB,"5'10""",190,,2019-09-22,
332,-64,Kenny Robinson Jr.,West Virginia,S,"6'2""",202,,2019-09-22,
333,NEW,Cedric Byrd II,Hawaii,WRS,"5'9""",175,,2019-09-22,
334,NEW,Blake Gallagher,Northwestern,OLB,"6'1""",235,,2019-09-22,
335,-188,Larry Rountree III,Missouri,RBF,"5'10""",210,,2019-09-22,
336,-8,Mark Gilbert,Duke,CB,"6'1""",175,,2019-09-22,
337,+18,James Proche,SMU,WRS,"5'11""",190,,2019-09-22,
338,+15,Tyler Shelvin,LSU,DL1T,"6'3""",362,,2019-09-22,
339,-170,Rodney Smith,Minnesota,RBF,"5'11""",210,,2019-09-22,
340,-32,Justin Strnad,Wake Forest,OLB,"6'3""",230,,2019-09-22,
341,+15,Joshua Ross,Michigan,OLB,"6'2""",225,,2019-09-22,
342,-52,Johnathon Johnson,Missouri,WRS,"5'8""",179,,2019-09-22,
343,-2,Phidarian Mathis,Alabama,DL1T,"6'4""",317,,2019-09-22,
344,-42,Dane Jackson,Pitt,CB,"6'0""",190,,2019-09-22,
345,-36,Caleb Kelly,Oklahoma,OLB,"6'3""",231,,2019-09-22,
346,-6,Brandon Wright,Georgia State,P,"5'10""",182,,2019-09-22,
