Rank,Change,Player,School,Position,Height,Weight,CollegeClass,Date,DraftStatus
31,+1,Antoine Winfield Jr.,Minnesota,S,"5'10""",207,RSO,2020-03-07,
32,-7,Josh Jones,Houston,OT,"6'5""",319,SR,2020-03-07,
33,+17,Ross Blacklock,TCU,DL3T,"6'3""",290,JR,2020-03-07,
34,+2,Grant Delpit,LSU,S,"6'3""",203,JR,2020-03-07,
35,-4,Justin Madubuike,Texas A&M,DL3T,"6'3""",293,RJR,2020-03-07,
36,-1,A.J. Terrell,Clemson,CB,"6'2""",190,JR,2020-03-07,
37,-3,D'Andre Swift,Georgia,RB,"5'10""",212,JR,2020-03-07,
38,-1,Neville Gallimore,Oklahoma,DL3T,"6'2""",304,RSR,2020-03-07,
39,-19,Jonathan Taylor,Wisconsin,RB,"5'11""",219,JR,2020-03-07,
40,--,Solomon Kindley,Georgia,OG,"6'3""",337,JR,2020-03-07,
41,+6,Zack Baun,Wisconsin,OLB,"6'2""",238,SR,2020-03-07,
42,+3,Kyle Dugger,Lenoir–Rhyne,S,"6'2""",205,SR,2020-03-07,
43,--,Damon Arnette,Ohio State,CB,"6'0""",195,SR,2020-03-07,
44,-3,Lloyd Cushenberry,LSU,OC,"6'3""",312,RJR,2020-03-07,
45,-7,Jalen Reagor,TCU,WRS,"5'11""",195,JR,2020-03-07,
46,-7,Austin Jackson,USC,OT,"6'5""",322,JR,2020-03-07,
47,+9,Jaylon Johnson,Utah,CB,"6'0""",190,JR,2020-03-07,
48,+33,Jacob Eason,Washington,QB,"6'6""",228,JR,2020-03-07,
49,+23,Malik Harrison,Ohio State,ILB,"6'3""",247,SR,2020-03-07,
50,-8,Hunter Bryant,Washington,TE,"6'2""",239,SR,2020-03-07,
51,+1,Denzel Mims,Baylor,WR,"6'3""",197,SR,2020-03-07,
52,-8,Shane Lemieux,Oregon,OG,"6'4""",310,SR,2020-03-07,
53,+4,K.J. Hamler,Penn State,WRS,"5'9""",174,JR,2020-03-07,
54,+20,Troy Dye,Oregon,ILB,"6'3""",231,SR,2020-03-07,
55,-2,Julian Okwara,Notre Dame,EDGE,"6'5""",241,SR,2020-03-07,
56,-10,J.K. Dobbins,Ohio State,RB,"5'9""",217,JR,2020-03-07,
57,+16,John Simpson,Clemson,OG,"6'4""",321,SR,2020-03-07,
58,-7,Bryce Hall,Virginia,CB,"6'1""",200,SR,2020-03-07,
59,+1,Prince Tega Wanogho,Auburn,OT,"6'5""",308,SR,2020-03-07,
60,-5,Terrell Lewis,Alabama,EDGE,"6'5""",262,RJR,2020-03-07,
61,+3,Cole Kmet,Notre Dame,TE,6'5',250,JR,2020-03-07,
62,-14,Jabari Zuniga,Florida,EDGE,"6'3""",264,RSR,2020-03-07,
63,+5,Clyde Edwards-Helaire,LSU,RB,"5'8""",209,JR,2020-03-07,
64,-10,Marlon Davidson,Auburn,DL5T,"6'3""",303,SR,2020-03-07,
65,+21,Davon Hamilton,Ohio State,DL1T,"6'4""",320,SR,2020-03-07,
66,+4,Michael Pittman Jr.,USC,WR,"6'4""",223,SR,2020-03-07,
67,+37,Alton Robinson,Syracuse,EDGE,"6'3""",264,SR,2020-03-07,
68,+8,Isaiah Wilson,Georgia,OT,"6'7""",350,rSO,2020-03-07,
69,-10,James Lynch,Baylor,DL5T,"6'4""",295,JR,2020-03-07,
70,-7,Jeff Gladney,TCU,CB,"5'10""",183,SR,2020-03-07,
71,+27,Hakeem Adeniji,Kansas,OT,"6'4""",302,SR,2020-03-07,
72,-10,Brandon Aiyuk,Arizona State,WR,"6'0""",208,SR,2020-03-07,
73,+20,Ezra Cleveland,Boise State,OT,"6'6""",311,rJR,2020-03-07,
74,-23,Jake Fromm,Georgia,QB,"6'2""",220,JR,2020-03-07,
75,+26,McTelvin Agim,Arkansas,DL3T,"6'3""",309,SR,2020-03-07,
76,+156,Khalil Davis,Nebraska,DL3T,"6'1""",308,SR,2020-03-07,
77,-18,Curtis Weaver,Boise State,EDGE,"6'2""",265,RJR,2020-03-07,
78,-8,Jalen Hurts,Oklahoma,QB,"6'2""",210,SR,2020-03-07,
79,+1,Damien Lewis,LSU,OG,"6'2""",327,SR,2020-03-07,
80,-8,Tyler Johnson,Minnesota,WR,"6'2""",200,SR,2020-03-07,
81,+33,Donovan Peoples-Jones,Michigan,WR,"6'2""",208,JR,2020-03-07,
82,+16,Josh Uche,Michigan,OLB,"6'1""",245,RJR,2020-03-07,
83,--,Darryl Williams,Mississippi State,OC,"6'2""",304,SR,2020-03-07,
84,+1,Jacob Phillips,LSU,ILB,"6'3""",229,JR,2020-03-07,
85,-9,Cameron Dantzler,Mississippi State,CB,"6'2""",185,JR,2020-03-07,
86,-18,Tyler Biadasz,Wisconsin,OC,"6'4""",314,SR,2020-03-07,
87,-21,Ben Bredeson,Michigan,OG,"6'5""",315,SR,2020-03-07,
88,+4,Chase Claypool,Notre Dame,WR,"6'4""",227,SR,2020-03-07,
89,+12,Jordyn Brooks,Texas Tech,ILB,"6'0""",240,SR,2020-03-07,
90,-1,Anfernee Jennings,Alabama,OLB,"6'2""",256,RSR,2020-03-07,
91,+8,Zack Moss,Utah,RB,"5'9""",222,SR,2020-03-07,
92,-5,Logan Stenberg,Kentucky,OG,"6'6""",317,RSR,2020-03-07,
93,+16,Carlos Davis,Nebraska,DL3T,"6'2""",313,SR,2020-03-07,
94,+2,Shyheim Carter,Alabama,CB,"6'0""",195,SR,2020-03-07,
95,+3,Ashtyn Davis,California,S,"6'1""",201,RSR,2020-03-07,
96,-19,Jeremy Chinn,Southern Illinois,S,"6'3""",208,SR,2020-03-07,
97,+9,Devin Duvernay,Texas,WRS,"5'11""",186,SR,2020-03-07,
98,+36,Adam Trautman,Dayton,TE,"6'5""",253,RSR,2020-03-07,
99,+26,Jordan Elliott,Missouri,DL3T,"6'4""",302,RJR,2020-03-07,
100,-6,Cam Akers,Florida State,RB,"5'10""",212,JR,2020-03-07,
101,+22,Darrell Taylor,Tennessee,EDGE,"6'4""",267,SR,2020-03-07,
102,+10,Anthony Gordon,Washington State,QB,"6'3""",210,RSR,2020-03-07,
103,+12,Antonio Gandy-Golden,Liberty,WR,"6'4""",216,SR,2020-03-07,
104,-24,Raekwon Davis,Alabama,DL3T,"6'6""",311,SR,2020-03-07,
105,-20,Rashard Lawrence,LSU,DL1T,"6'2""",308,SR,2020-03-07,
106,+36,Khalid Kareem,Notre Dame,EDGE,"6'4""",268,SR,2020-03-07,
107,+233,Logan Wilson,Wyoming,ILB,"6'2""",241,RSR,2020-03-07,
108,-46,Albert Okwuegbunam,Missouri,TE,"6'5""",255,RJR,2020-03-07,
109,-15,A.J. Green,Oklahoma State,CB,"6'1""",194,SR,2020-03-07,
110,+13,A.J. Dillon,Boston College,RB,"6'0""",250,JR,2020-03-07,
111,-9,K.J. Hill,Ohio State,WR,"6'0""",195,SR,2020-03-07,
112,-25,Calvin Throckmorton,Oregon,OT,"6'5""",317,SR,2020-03-07,
113,+18,Jonathan Greenard,Florida,EDGE,"6'3""",263,SR,2020-03-07,
114,-3,James Proche,SMU,WRS,"5'11""",190,RSR,2020-03-07,
115,-24,Bradlee Anae,Utah,EDGE,"6'3""",265,SR,2020-03-07,
116,+4,Larrell Murchison,NC State,DL5T,"6'2""",297,RSR,2020-03-07,
117,--,Ke'Shawn Vaughn,Vanderbilt,RB,"5'10""",215,SR,2020-03-07,
118,-16,Leki Fotu,Utah,DL1T,"6'5""",330,SR,2020-03-07,
119,+2,K'Von Wallace,Clemson,S,"5'11""",210,SR,2020-03-07,
120,-4,Nick Harris,Washington,OC,"6'1""",302,SR,2020-03-07,
121,+80,Cam Brown,Penn State,ILB,"6'5""",233,SR,2020-03-07,
122,-14,Brycen Hopkins,Purdue,TE,"6'4""",245,RSR,2020-03-07,
123,+37,Darnay Holmes,UCLA,CB,"5'10""",198,JR,2020-03-07,
124,+7,Alex Highsmith,Charlotte,EDGE,"6'3""",248,RSR,2020-03-07,
125,-19,Akeem Davis-Gaither,Appalachian State,OLB,"6'1""",224,SR,2020-03-07,
126,-5,Jason Strowbridge,North Carolina,DL5T,"6'4""",275,SR,2020-03-07,
127,+1,Jonah Jackson,Ohio State,OG,"6'4""",306,SR,2020-03-07,
128,+48,Markus Bailey,Purdue,ILB,"6'0""",235,RSR,2020-03-07,
129,+36,Harrison Bryant,Florida Atlantic,TE,"6'4""",240,SR,2020-03-07,
130,+6,Jake Hanson,Oregon,OC,"6'4""",303,SR,2020-03-07,
131,-22,Trey Adams,Washington,OT,"6'8""",318,SR,2020-03-07,
132,-19,Lamar Jackson,Nebraska,CB,"6'2""",215,SR,2020-03-07,
133,+136,Khaleke Hudson,Michigan,OLB,"5'11""",224,SR,2020-03-07,
134,+42,Jack Driscoll,Auburn,OT,"6'5""",306,SR,2020-03-07,
135,+63,Van Jefferson,Florida,WR,"6'2""",197,SR,2020-03-07,
136,+63,Matt Peart,Connecticut,OT,"6'7""",318,RSR,2020-03-07,
137,+16,Joshua Kelley,UCLA,RBC,"5'11""",219,SR,2020-03-07,
138,-33,Collin Johnson,Texas,WR,"6'6""",220,SR,2020-03-07,
139,+9,Gabriel Davis,UCF,WR,6'3'',212,JR,2020-03-07,
140,-30,Brandon Jones,Texas,S,"6'0""",210,SR,2020-03-07,
141,-4,Antoine Brooks Jr.,Maryland,S,"5'11""",210,SR,2020-03-07,
142,+38,Jacob Breeland,Oregon,TE,"6'5""",240,RSR,2020-03-07,
143,-4,Troy Pride Jr.,Notre Dame,CB,"5'11""",194,SR,2020-03-07,
144,+13,Lavert Hill,Michigan,CB,"5'11""",181,SR,2020-03-07,
145,-4,Lamical Perine,Florida,RB,"5'11""",218,SR,2020-03-07,
146,+6,J.R. Reed,Georgia,S,"6'1""",199,SR,2020-03-07,
147,+60,Willie Gay Jr.,Mississippi State,OLB,"6'2""",235,JR,2020-03-07,
148,-21,Trevis Gipson,Tulsa,DL5T,"6'4""",268,RSR,2020-03-07,
149,-19,Noah Igbinoghene,Auburn,CB,"5'11""",200,JR,2020-03-07,
150,+33,Joe Bachie,Michigan State,ILB,"6'1""",230,SR,2020-03-07,
151,+45,Nate Stanley,Iowa,QB,"6'4""",243,SR,2020-03-07,
152,-34,Yasir Durant,Missouri,OT,"6'6""",331,SR,2020-03-07,
153,+168,Shaun Bradley,Temple,OLB,"6'1""",235,SR,2020-03-07,
154,+85,Dalton Keene,Virginia Tech,TE,"6'4""",251,JR,2020-03-07,
155,+113,Robert Windsor,Penn State,DL3T,"6'4""",290,SR,2020-03-07,
156,+32,Isaiah Hodgins,Oregon State,WR,"6'4""",209,JR,2020-03-07,
157,+11,Terence Steele,Texas Tech,OT,"6'6""",312,SR,2020-03-07,
158,-22,Raequan Williams,Michigan State,DL3T,"6'4""",308,SR,2020-03-07,
159,+54,D.J. Wonnum,South Carolina,EDGE,"6'5""",255,SR,2020-03-07,
160,+130,Cole McDonald,Hawaii,QB,"6'4""",220,JR,2020-03-07,
161,+77,Matt Hennessy,Temple,OC,"6'4""",307,JR,2020-03-07,
162,+7,Amik Robertson,Louisiana Tech,CB,"5'9""",183,JR,2020-03-07,
163,+48,Julian Blackmon,Utah,S,"6'1""",195,SR,2020-03-07,
164,+54,John Hightower,Boise State,WR,"6'2""",184,SR,2020-03-07,
165,+59,Jon Runyan,Michigan,OG,"6'4""",306,RSR,2020-03-07,
166,-21,Quartney Davis,Texas A&M,WR,6'2'',200,JR,2020-03-07,
167,+228,Chapelle Russell,Temple,OLB,"6'2""",236,SR,2020-03-07,
168,+54,Jonathan Garvin,Miami (FL),EDGE,"6'4""",263,JR,2020-03-07,
169,+20,Carter Coughlin,Minnesota,EDGE,"6'3""",236,SR,2020-03-07,
170,-6,Darius Anderson,TCU,RB,"5'10""",212,SR,2020-03-07,
171,+59,Justin Strnad,Wake Forest,OLB,"6'3""",238,RSR,2020-03-07,
172,-29,Keith Ismael,San Diego State,OC,"6'3""",309,JR,2020-03-07,
173,-47,Kenny Willekes,Michigan State,EDGE,"6'3""",264,SR,2020-03-07,
174,+12,Anthony McFarland Jr.,Maryland,RBC,"5'9""",198,JR,2020-03-07,
175,+196,Mykal Walker,Fresno State,ILB,"6'3""",230,SR,2020-03-07,
176,-16,Benito Jones,Ole Miss,DL1T,"6'1""",316,SR,2020-03-07,
177,+20,John Molchon,Boise State,OG,"6'5""",309,RSR,2020-03-07,
178,NEW,Cheyenne O'Grady,Arkansas,TE,"6'4""",256,SR,2020-03-07,
179,-8,Salvon Ahmed,Washington,RBC,"5'11""",195,RJR,2020-03-07,
180,-47,Evan Weaver,California,ILB,"6'2""",237,SR,2020-03-07,
181,-31,Terrell Burgess,Utah,S,"6'0""",194,SR,2020-03-07,
182,-9,Luq Barcoo,San Diego State,CB,"6'1""",175,SR,2020-03-07,
183,+10,Darrynton Evans,Appalachian State,RBC,"5'10""",200,SR,2020-03-07,
184,-44,Lucas Niang,TCU,OT,"6'6""",315,SR,2020-03-07,
185,-31,Robert Hunt,Louisiana-Lafayette,OT,"6'5""",323,SR,2020-03-07,
186,NEW,Scoota Harris,Arkansas,ILB,"6'0""",234,SR,2020-03-07,
187,+130,Casey Toohill,Stanford,EDGE,"6'4""",250,SR,2020-03-07,
188,+278,Davion Taylor,Colorado,OLB,"6'0""",228,SR,2020-03-07,
189,-40,Shaquille Quarterman,Miami (FL),ILB,"6'0""",234,SR,2020-03-07,
190,+86,Nick Coe,Auburn,DL5T,"6'5""",280,JR,2020-03-07,
191,-16,Antonio Gibson,Memphis,WR,6'2'',221,SR,2020-03-07,
192,+13,Stanford Samuels III,Florida State,CB,"6'2""",185,JR,2020-03-07,
193,+162,Malcolm Roach,Texas,DL5T,"6'2""",297,SR,2020-03-07,
194,+80,Alex Taylor,South Carolina State,OT,"6'8""",308,RSR,2020-03-07,
195,-3,Eno Benjamin,Arizona State,RB,"5'9""",201,JR,2020-03-07,
196,-52,Jordan Mack,Virginia,OLB,"6'3""",241,SR,2020-03-07,
197,+3,JaMycal Hasty,Baylor,RBC,"5'8""",205,RSR,2020-03-07,
198,+62,James Robinson,Illinois State,RB,"5'10""",220,JR,2020-03-07,
199,+50,Levante Bellamy,Western Michigan,RBC,"5'9""",185,SR,2020-03-07,
200,+43,Tanner Muse,Clemson,S,"6'2""",231,SR,2020-03-07,
201,+25,Bryan Edwards,South Carolina,WR,"6'3""",215,SR,2020-03-07,
202,+43,Aaron Fuller,Washington,WRS,"5'11""",186,SR,2020-03-07,
203,-41,Tyler Huntley,Utah,QB,6'1'',205,SR,2020-03-07,
204,-23,Francis Bernard,Utah State,ILB,"6'0""",234,SR,2020-03-07,
205,+72,Justin Herron,Wake Forest,OG,"6'4""",308,RSR,2020-03-07,
206,+108,Broderick Washington Jr.,Texas Tech,DL3T,"6'2""",305,SR,2020-03-07,
207,-35,Frederick Mauigoa,Washington State,OC,"6'3""",310,SR,2020-03-07,
208,-61,Ben Bartch,St. John's,OG,"6'6""",309,SR,2020-03-07,
209,NEW,Azur Kamara,Kansas,ILB,"6'3""",245,SR,2020-03-07,
210,+89,Charlie Heck,North Carolina,OT,"6'8""",311,SR,2020-03-07,
211,+83,Joe Reed,Virginia,WR,6'1'',215,SR,2020-03-07,
212,-47,Javon Leake,Maryland,RB,"6'0""",206,JR,2020-03-07,
213,+136,John Reid,Penn State,CB,"5'11""",184,SR,2020-03-07,
214,+39,Kamal Martin,Minnesota,ILB,"6'3""",240,SR,2020-03-07,
215,-59,Michael Ojemudia,Iowa,S,"6'1""",199,SR,2020-03-07,
216,-13,Chauncey Rivers,Mississippi State,DL5T,"6'3""",275,RSR,2020-03-07,
217,+19,Dane Jackson,Pitt,CB,"6'0""",190,SR,2020-03-07,
218,-4,Kamren Curl,Arkansas,S,"6'2""",198,JR,2020-03-07,
219,+56,Lynn Bowden Jr.,Kentucky,WR,6'1'',199,JR,2020-03-07,
220,+8,David Woodward,Utah State,ILB,"6'2""",230,JR,2020-03-07,
221,+8,Sterling Hofrichter,Syracuse,P,"5'9""",199,SR,2020-03-07,
222,-2,James Smith-Williams,NC State,EDGE,"6'4""",265,RSR,2020-03-07,
223,+97,Steven Montez,Colorado,QB,"6'5""",230,SR,2020-03-07,
224,-69,Oluwole Betiku,Illinois,EDGE,"6'3""",240,RJR,2020-03-07,
225,NEW,Rodney Clemons,SMU,S,"5'11""",205,SR,2020-03-07,
226,+58,Josiah Deguara,Cincinnati,TE,"6'3""",240,RSR,2020-03-07,
227,-64,Michael Onwenu,Michigan,OG,"6'3""",344,SR,2020-03-07,
228,-54,Sean Pollard,Clemson,OC,"6'5""",320,SR,2020-03-07,
229,+96,Harrison Hand,Temple,S,"6'0""",192,JR,2020-03-07,
230,-18,Reggie Robinson II,Tulsa,CB,"6'1""",197,SR,2020-03-07,
231,-12,Essang Bassey,Wake Forest,CB,"5'10""",190,SR,2020-03-07,
232,-9,Quintez Cephus,Wisconsin,WR,6'1'',207,JR,2020-03-07,
233,-54,Michael Divinity Jr.,LSU,OLB,"6'2""",242,SR,2020-03-07,
234,-1,Alohi Gilman,Notre Dame,S,"5'11""",201,SR,2020-03-07,
235,--,J.J. Taylor,Arizona,RBC,"5'6""",185,SR,2020-03-07,
236,+10,Adrian Killins Jr.,UCF,RBC,"5'8""",164,SR,2020-03-07,
237,+311,Cordel Iwuagwu,TCU,OG,"6'3""",309,SR,2020-03-07,
238,+10,Dominik Eberle,Utah State,PK,"6'2""",195,SR,2020-03-07,
239,-111,Jauan Jennings,Tennessee,WR,6'3'',204,SR,2020-03-07,
240,-38,DeeJay Dallas,Miami (FL),RB,"5'9""",215,JR,2020-03-07,
241,+1,James Morgan,Florida International,QB,6'4'',213,SR,2020-03-07,
242,-2,Kendall Coleman,Syracuse,EDGE,"6'3""",257,SR,2020-03-07,
243,-28,Michael Pinckney,Miami (FL),OLB,"5'11""",235,SR,2020-03-07,
244,-60,Benning Potoa'e,Washington,DL3T,"6'3""",290,SR,2020-03-07,
245,+211,Quez Watkins,Southern Miss,WR,6'2'',190,JR,2020-03-07,
246,-25,LaDarius Hamilton,North Texas,EDGE,"6'2""",262,SR,2020-03-07,
247,+8,Michael Warren II,Cincinnati,RB,"5'10""",222,JR,2020-03-07,
248,+41,Raymond Calais,Louisiana-Lafayette,RBC,"5'8""",180,SR,2020-03-07,
249,+80,Trystan Colon-Castillo,Missouri,OC,"6'3""",313,JR,2020-03-07,
250,-6,Austin Edwards,Ferris State,DL5T,"6'4""",275,SR,2020-03-07,
251,-66,Saahdiq Charles,LSU,OT,"6'4""",321,JR,2020-03-07,
252,-58,Jace Whittaker,Arizona,CB,"5'11""",185,RSR,2020-03-07,
253,-87,Jashon Cornell,Ohio State,DL5T,"6'3""",280,RSR,2020-03-07,
254,+15,Gerold Bright,Utah State,RBC,"5'9""",190,SR,2020-03-07,
255,-64,Bravvion Roy,Baylor,DL1T,6'1,330,SR,2020-03-07,
256,-80,Brendon Hayes,UCF,DL5T,"6'3""",293,RSR,2020-03-07,
257,-62,Tavien Feaster,South Carolina,RBC,"5'10""",220,SR,2020-03-07,
258,-7,Jeremiah Dinson,Auburn,S,"6'0""",191,SR,2020-03-07,
259,-7,Myles Dorn,North Carolina,S,"6'1""",198,SR,2020-03-07,
260,+37,Stephen Sullivan,LSU,TE,"6'6""",242,SR,2020-03-07,
261,+162,Austin Mack,Ohio State,WR,6'1'',215,SR,2020-03-07,
262,-8,Darrion Daniels,Nebraska,DL1T,"6'3""",311,RSR,2020-03-07,
263,-47,Jessie Lemonier,Liberty,EDGE,"6'3""",240,SR,2020-03-07,
264,-145,Colby Parkinson,Stanford,TE,"6'6""",240,JR,2020-03-07,
265,+61,Derrek Tuszka,North Dakota State,EDGE,"6'5""",246,SR,2020-03-07,
266,-7,Chris Williamson,Minnesota,CB,"6'0""",198,SR,2020-03-07,
267,-184,Dele Harding,Illinois,OLB,"6'1""",230,SR,2020-03-07,
268,-64,Benny LeMay,Charlotte,RB,"5'8""",215,SR,2020-03-07,
269,+35,Javelin Guidry,Utah,CB,"5'9""",193,JR,2020-03-07,
270,-43,Geno Stone,Iowa,S,"5'10""",210,JR,2020-03-07,
271,-63,Kalija Lipscomb,Vanderbilt,WR,"6'1""",200,SR,2020-03-07,
272,-25,Sean Adesanya,Central Michigan,EDGE,"6'3""",240,SR,2020-03-07,
273,-8,Rodrigo Blankenship,Georgia,PK,"6'1""",191,SR,2020-03-07,
274,+103,Josiah Coatney,Ole Miss,DL3T,"6'3""",308,SR,2020-03-07,
275,-66,Adam Shuler,Florida,DL5T,"6'4""",275,SR,2020-03-07,
276,-98,Keandre Jones,Maryland,OLB,"6'2""",228,SR,2020-03-07,
277,-43,Reggie Corbin,Illinois,RB,"5'9""",200,JR,2020-03-07,
278,-143,Chris Orr,Wisconsin,OLB,"6'0""",224,SR,2020-03-07,
279,--,Lakiem Williams,Syracuse,OLB,"6'0""",225,SR,2020-03-07,
280,-134,Trevon Hill,Miami (FL),EDGE,"6'3""",248,SR,2020-03-07,
281,-25,Tipa Galeai,Utah State,EDGE,"6'5""",235,SR,2020-03-07,
282,+61,Tyre Phillips,Mississippi State,OT,"6'5""",331,SR,2020-03-07,
283,-25,Braden Mann,Texas A&M,P,"5'11""",195,SR,2020-03-07,
284,+34,Garrett Marino,UAB,DL3T,"6'2""",290,SR,2020-03-07,
285,+116,L'Jarius Sneed,Louisiana Tech,CB,"6'0""",189,SR,2020-03-07,
286,-15,Shea Patterson,Michigan,QB,"6'2""",200,SR,2020-03-07,
287,-62,Tyler Clark,Georgia,DL1T,"6'4""",300,SR,2020-03-07,
288,-31,Kendrick Rogers,Texas A&M,WR,6'4'',204,JR,2020-03-07,
289,+107,Scottie Phillips,Ole Miss,RBC,"5'8""",211,SR,2020-03-07,
290,-49,Levonta Taylor,Florida State,CB,"5'10""",181,SR,2020-03-07,
291,+55,Cohl Cabral,Arizona State,OC,"6'5""",300,SR,2020-03-07,
292,-4,Josiah Scott,Michigan State,CB,"5'10""",168,JR,2020-03-07,
293,-103,Joe Gaziano,Northwestern,DL5T,"6'4""",275,SR,2020-03-07,
294,NEW,Daniel Thomas,Auburn,S,"5'10""",215,SR,2020-03-07,
295,+1,Eli Hanback,Virginia,DL3T,"6'4""",300,SR,2020-03-07,
296,-1,Trevon McSwain,Duke,DL3T,"6'6""",285,SR,2020-03-07,
297,+26,Rico Dowdle,South Carolina,RB,"6'0""",210,SR,2020-03-07,
298,+63,Daniel Bituli,Tennessee,ILB,"6'2""",246,SR,2020-03-07,
299,-62,Thaddeus Moss,LSU,TE,"6'3""",249,RJR,2020-03-07,
300,--,George Lea,Arizona State,DL5T,"6'3""",275,RSR,2020-03-07,
301,+91,Cale Garrett,Missouri,ILB,"6'2""",234,SR,2020-03-07,
302,-115,Jared Hilbers,Washington,OT,"6'7""",305,SR,2020-03-07,
303,-20,Xavier Jones,SMU,RBC,"5'10""",208,SR,2020-03-07,
304,-31,Eric Lee Jr.,Nebraska,S,"6'0""",215,SR,2020-03-07,
305,+8,Jeff Thomas,Miami (FL),WRS,5'10'',180,JR,2020-03-07,
306,+112,Kevin Davidson,Princeton,QB,6'4'',225,SR,2020-03-07,
307,--,Robert Landers,Ohio State,DL3T,"6'1""",285,SR,2020-03-07,
308,NEW,Danny Pinter,Ball State,OG,"6'4""",306,SR,2020-03-07,
309,-4,Michael Turk,Arizona State,P,"6'1""",228,RJR,2020-03-07,
310,+54,Binjimen Victor,Ohio State,WR,"6'4""",195,SR,2020-03-07,
311,+8,Kylan Johnson,Pitt,OLB,"6'2""",230,SR,2020-03-07,
312,-46,Thakarius Keyes,Tulane,CB,"6'1""",195,SR,2020-03-07,
313,+71,John Penisini,Utah,DL1T,"6'1""",318,SR,2020-03-07,
314,+42,Charlie Taumoepeau,Oregon State,TE,"6'3""",240,SR,2020-03-07,
315,+119,Kelton Moore,Nevada,FB,"5'11""",225,RSR,2020-03-07,
316,+241,Qaadir Sheppard,Ole Miss,EDGE,"6'3""",252,SR,2020-03-07,
317,-54,Jordan Fehr,Appalachian State,ILB,"6'3""",230,SR,2020-03-07,
318,+4,Joseph Charlton,South Carolina,P,"6'5""",190,SR,2020-03-07,
319,-113,Devin Asiasi,UCLA,TE,"6'3""",260,RJR,2020-03-07,
320,-11,Patrick Taylor Jr.,Memphis,RB,"6'2""",223,SR,2020-03-07,
321,-170,Calvin Taylor Jr.,Kentucky,DL5T,"6'9""",310,SR,2020-03-07,
322,-72,T.J. McCoy,Louisville,OC,"6'1""",315,SR,2020-03-07,
323,-30,Nigel Warrior,Tennessee,S,"6'0""",190,SR,2020-03-07,
324,+57,Sewo Olonilua,TCU,RB,"6'2""",231,RJR,2020-03-07,
325,+111,Tremayne Anchrum,Clemson,OG,"6'2""",314,SR,2020-03-07,
326,-48,Dontavious Jackson,Florida State,ILB,"6'3""",233,SR,2020-03-07,
327,-35,Breiden Fehoko,LSU,DL5T,"6'4""",291,SR,2020-03-07,
328,-22,Marcel Spears Jr.,Iowa State,OLB,"6'1""",215,RSR,2020-03-07,
329,-119,Mohamed Barry,Nebraska,ILB,"6'1""",245,SR,2020-03-07,
330,-58,Cam Gill,Wagner,OLB,"6'3""",240,SR,2020-03-07,
