Rank,Change,Player,School,Position,Height,Weight,CollegeClass,Date,DraftStatus
75,-4,Julian Okwara,Notre Dame,EDGE,"6'5""",241,SR,2020-02-18,
76,-8,Jacob Eason,Washington,QB,"6'6""",228,JR,2020-02-18,
77,+49,Hunter Bryant,Washington,TE,"6'2""",241,SR,2020-02-18,
78,+265,Cesar Ruiz,Michigan,OC,"6'4""",319,JR,2020-02-18,
79,+44,Dele Harding,Illinois,OLB,"6'1""",230,SR,2020-02-18,
80,+12,Jacob Phillips,LSU,ILB,"6'4""",229,JR,2020-02-18,
81,-21,Rashard Lawrence,LSU,DL1T,"6'3""",317,SR,2020-02-18,
82,+6,Shyheim Carter,Alabama,CB,"6'0""",195,SR,2020-02-18,
83,-15,Logan Stenberg,Kentucky,OG,"6'6""",326,RSR,2020-02-18,
84,+23,Calvin Throckmorton,Oregon,OT,"6'5""",318,SR,2020-02-18,
85,+28,Bradlee Anae,Utah,EDGE,"6'3""",265,SR,2020-02-18,
86,+8,Leki Fotu,Utah,DL1T,"6'5""",330,SR,2020-02-18,
87,+68,Denzel Mims,Baylor,WR,"6'3""",197,SR,2020-02-18,
88,+201,A.J. Green,Oklahoma State,CB,"6'1""",194,SR,2020-02-18,
89,+11,Josh Uche,Michigan,OLB,"6'3""",238,RJR,2020-02-18,
90,-5,Ashtyn Davis,California,S,"6'1""",201,RSR,2020-02-18,
91,+4,Darryl Williams,Mississippi State,OC,"6'2""",310,SR,2020-02-18,
92,+103,Ross Blacklock,TCU,DL3T,"6'4""",305,JR,2020-02-18,
93,+27,K'Von Wallace,Clemson,S,"5'11""",210,SR,2020-02-18,
94,-30,Jordyn Brooks,Texas Tech,ILB,"6'1""",245,SR,2020-02-18,
95,+46,K.J. Hill,Ohio State,WR,"6'0""",195,SR,2020-02-18,
96,-19,Collin Johnson,Texas,WR,"6'6""",220,SR,2020-02-18,
97,+40,Devin Duvernay,Texas,WRS,"5'11""",186,SR,2020-02-18,
98,+115,Akeem Davis-Gaither,Appalachian State,OLB,"6'2""",210,SR,2020-02-18,
99,-16,Cam Akers,Florida State,RB,"5'11""",210,JR,2020-02-18,
100,-35,Davon Hamilton,Ohio State,DL3T,"6'4""",310,SR,2020-02-18,
101,-10,Brandon Jones,Texas,S,"6'0""",210,SR,2020-02-18,
102,+23,Cole Kmet,Notre Dame,TE,6'6',255,JR,2020-02-18,
103,+68,James Proche,SMU,WRS,"5'11""",190,RSR,2020-02-18,
104,+14,Anthony Gordon,Washington State,QB,"6'3""",210,RSR,2020-02-18,
105,-26,Donovan Peoples-Jones,Michigan,WR,"6'2""",208,JR,2020-02-18,
106,-9,Joe Gaziano,Northwestern,DL5T,"6'4""",275,SR,2020-02-18,
107,+10,Lamar Jackson,Nebraska,CB,"6'2""",215,SR,2020-02-18,
108,-4,Trevis Gipson,Tulsa,DL5T,"6'4""",268,RSR,2020-02-18,
109,+39,Antonio Gandy-Golden,Liberty,WR,"6'4""",216,SR,2020-02-18,
110,+52,Ke'Shawn Vaughn,Vanderbilt,RB,"5'10""",215,SR,2020-02-18,
111,-34,Yasir Durant,Missouri,OT,"6'7""",330,SR,2020-02-18,
112,+12,Zack Moss,Utah,RB,"5'10""",210,SR,2020-02-18,
113,+74,Colby Parkinson,Stanford,TE,"6'7""",240,JR,2020-02-18,
114,-8,Larrell Murchison,NC State,DL5T,"6'3""",291,RSR,2020-02-18,
115,-31,Darrell Taylor,Tennessee,EDGE,"6'4""",247,SR,2020-02-18,
116,-2,Jordan Elliott,Missouri,DL3T,"6'4""",315,RJR,2020-02-18,
117,-13,Kenny Willekes,Michigan State,EDGE,"6'4""",260,SR,2020-02-18,
118,+300,Jauan Jennings,Tennessee,WR,6'3'',204,SR,2020-02-18,
119,+25,Jonah Jackson,Ohio State,OG,"6'3""",309,SR,2020-02-18,
120,--,Noah Igbinoghene,Auburn,CB,"5'11""",200,JR,2020-02-18,
121,-20,Jonathan Greenard,Florida,EDGE,"6'3""",263,SR,2020-02-18,
122,+18,Ezra Cleveland,Boise State,OT,"6'5""",310,rJR,2020-02-18,
123,-9,Alex Highsmith,Charlotte,EDGE,"6'3""",244,RSR,2020-02-18,
124,-14,Evan Weaver,California,ILB,"6'3""",245,SR,2020-02-18,
125,-45,Chris Orr,Wisconsin,OLB,"6'0""",224,SR,2020-02-18,
126,+1,Raequan Williams,Michigan State,DL3T,"6'4""",298,SR,2020-02-18,
127,+56,Damien Lewis,LSU,OG,"6'2""",335,SR,2020-02-18,
128,-13,McTelvin Agim,Arkansas,DL5T,"6'3""",279,SR,2020-02-18,
129,-74,Nick Harris,Washington,OC,"6'1""",302,SR,2020-02-18,
130,+20,Antoine Brooks Jr.,Maryland,S,"5'11""",210,SR,2020-02-18,
131,-88,Jake Hanson,Oregon,OC,"6'5""",297,SR,2020-02-18,
132,+121,Javon Leake,Maryland,RBC,"6'0""",205,JR,2020-02-18,
133,+228,Troy Pride Jr.,Notre Dame,CB,"5'11""",194,SR,2020-02-18,
134,NEW,Thaddeus Moss,LSU,TE,"6'3""",249,RJR,2020-02-18,
135,-20,Lucas Niang,TCU,OT,"6'7""",328,SR,2020-02-18,
136,+7,Lamical Perine,Florida,RB,"5'11""",227,SR,2020-02-18,
137,-6,Khalid Kareem,Notre Dame,EDGE,"6'4""",265,SR,2020-02-18,
138,-18,Jordan Mack,Virginia,ILB,"6'2""",230,SR,2020-02-18,
139,+235,Quartney Davis,Texas A&M,WR,6'2'',200,JR,2020-02-18,
140,+21,Trevon Hill,Miami (FL),EDGE,"6'3""",245,SR,2020-02-18,
141,+75,Ben Bartch,St. John's,OG,"6'6""",305,SR,2020-02-18,
142,+73,Gabriel Davis,UCF,WR,6'3'',212,JR,2020-02-18,
143,+27,A.J. Dillon,Boston College,RB,"6'0""",245,JR,2020-02-18,
144,+1,Shaquille Quarterman,Miami (FL),ILB,"6'1""",240,SR,2020-02-18,
145,+161,Van Jefferson,Florida,WR,"6'2""",197,SR,2020-02-18,
146,+39,Terrell Burgess,Utah,S,"6'0""",194,SR,2020-02-18,
147,NEW,Calvin Taylor Jr.,Kentucky,DL5T,"6'9""",310,SR,2020-02-18,
148,+119,Joshua Kelley,UCLA,RBC,"5'11""",204,SR,2020-02-18,
149,+10,Robert Hunt,Louisiana-Lafayette,OT,"6'5""",310,SR,2020-02-18,
150,-4,Oluwole Betiku,Illinois,EDGE,"6'3""",240,RJR,2020-02-18,
151,-1,Michael Ojemudia,Iowa,S,"6'1""",199,SR,2020-02-18,
152,-3,Lavert Hill,Michigan,CB,"5'11""",181,SR,2020-02-18,
153,+52,Mustafa Johnson,Colorado,DL3T,"6'2""",290,SR,2020-02-18,
154,+69,Chase Claypool,Notre Dame,WR,"6'4""",227,SR,2020-02-18,
155,+55,Simon Stepaniak,Indiana,OG,"6'4""",319,SR,2020-02-18,
156,+1,Benito Jones,Ole Miss,DL1T,"6'1""",326,SR,2020-02-18,
157,-5,Darnay Holmes,UCLA,CB,"5'10""",198,JR,2020-02-18,
158,-80,Tyler Huntley,Utah,QB,6'1'',205,SR,2020-02-18,
159,+37,Michael Onwenu,Michigan,OG,"6'3""",350,SR,2020-02-18,
160,+118,Darius Anderson,TCU,RB,"5'11""",212,SR,2020-02-18,
161,+8,Alton Robinson,Syracuse,EDGE,"6'4""",257,SR,2020-02-18,
162,+30,Jashon Cornell,Ohio State,DL5T,"6'3""",280,RSR,2020-02-18,
163,+44,Harrison Bryant,Florida Atlantic,TE,"6'5""",240,SR,2020-02-18,
164,+19,Terence Steele,Texas Tech,OT,"6'6""",310,SR,2020-02-18,
165,+11,Amik Robertson,Louisiana Tech,CB,"5'9""",183,JR,2020-02-18,
166,+14,Delontae Scott,SMU,EDGE,"6'5""",250,SR,2020-02-18,
167,+35,Bryan Edwards,South Carolina,WR,"6'3""",215,SR,2020-02-18,
168,+104,Salvon Ahmed,Washington,RBC,"5'11""",196,RJR,2020-02-18,
169,+143,Jason Strowbridge,North Carolina,DL5T,"6'3""",267,SR,2020-02-18,
170,-90,Frederick Mauigoa,Washington State,OC,"6'3""",310,SR,2020-02-18,
171,-6,Luq Barcoo,San Diego State,CB,"6'1""",175,SR,2020-02-18,
172,+76,Sean Pollard,Clemson,OC,"6'5""",320,SR,2020-02-18,
173,+71,Adam Trautman,Dayton,TE,"6'5""",250,RSR,2020-02-18,
174,NEW,Antonio Gibson,Memphis,RBC,"6'3""",221,SR,2020-02-18,
175,-43,Jabari Zuniga,Florida,EDGE,"6'4""",257,RSR,2020-02-18,
176,-18,Brendon Hayes,UCF,DL5T,"6'3""",293,RSR,2020-02-18,
177,+16,Alohi Gilman,Notre Dame,S,"5'11""",201,SR,2020-02-18,
178,NEW,Markus Bailey,Purdue,ILB,"6'1""",240,RSR,2020-02-18,
179,-15,Keandre Jones,Maryland,OLB,"6'2""",228,SR,2020-02-18,
180,--,Michael Divinity Jr.,LSU,OLB,"6'2""",238,SR,2020-02-18,
181,-86,Jacob Breeland,Oregon,TE,"6'5""",240,RSR,2020-02-18,
182,+184,Francis Bernard,Utah State,ILB,"6'1""",235,SR,2020-02-18,
183,+100,Jack Driscoll,Auburn,OT,"6'5""",296,SR,2020-02-18,
184,-46,Joe Bachie,Michigan State,ILB,"6'2""",238,SR,2020-02-18,
185,+3,Benning Potoa'e,Washington,DL3T,"6'3""",290,SR,2020-02-18,
186,+18,J.R. Reed,Georgia,S,"6'1""",199,SR,2020-02-18,
187,+8,Saahdiq Charles,LSU,OT,"6'5""",305,JR,2020-02-18,
188,-9,Anthony McFarland Jr.,Maryland,RBC,"5'8""",193,JR,2020-02-18,
189,NEW,Jared Hilbers,Washington,OT,"6'7""",305,SR,2020-02-18,
190,-1,Isaiah Hodgins,Oregon State,WR,"6'4""",209,JR,2020-02-18,
191,+28,Bravvion Roy,Baylor,DL1T,6'1,330,SR,2020-02-18,
192,-19,Eno Benjamin,Arizona State,RB,"5'10""",201,JR,2020-02-18,
193,+46,Darrynton Evans,Appalachian State,RBC,"5'11""",190,SR,2020-02-18,
194,+3,Jace Whittaker,Arizona,CB,"5'11""",185,RSR,2020-02-18,
195,+63,Tavien Feaster,South Carolina,RBC,"5'11""",220,SR,2020-02-18,
196,+88,Nate Stanley,Iowa,QB,"6'4""",243,SR,2020-02-18,
197,+9,John Molchon,Boise State,OG,"6'5""",322,RSR,2020-02-18,
198,+40,Matt Peart,Connecticut,OT,"6'7""",303,RSR,2020-02-18,
199,-46,Cam Brown,Penn State,ILB,"6'5""",230,SR,2020-02-18,
200,+149,DeeJay Dallas,Miami (FL),RB,"5'10""",214,JR,2020-02-18,
201,+12,Chauncey Rivers,Mississippi State,DL5T,"6'3""",275,RSR,2020-02-18,
202,+112,Benny LeMay,Charlotte,RB,"6'0""",218,SR,2020-02-18,
203,+14,Stanford Samuels III,Florida State,CB,"6'2""",185,JR,2020-02-18,
204,+83,Keith Ismael,San Diego State,OC,"6'3""",311,JR,2020-02-18,
205,+52,Devin Asiasi,UCLA,TE,"6'3""",279,RJR,2020-02-18,
206,+47,Kalija Lipscomb,Vanderbilt,WR,"6'1""",200,SR,2020-02-18,
207,NEW,Adam Shuler,Florida,DL5T,"6'4""",275,SR,2020-02-18,
208,+58,Mohamed Barry,Nebraska,ILB,"6'1""",245,SR,2020-02-18,
209,+2,Julian Blackmon,Utah,S,"6'1""",195,SR,2020-02-18,
210,-54,Reggie Robinson II,Tulsa,CB,"6'1""",197,SR,2020-02-18,
211,-44,D.J. Wonnum,South Carolina,EDGE,"6'5""",255,SR,2020-02-18,
212,-21,Michael Pinckney,Miami (FL),OLB,"6'1""",220,SR,2020-02-18,
213,+19,Jessie Lemonier,Liberty,EDGE,"6'3""",240,SR,2020-02-18,
214,+85,Scott Frantz,Kansas State,OT,"6'5""",303,SR,2020-02-18,
215,-80,John Hightower,Boise State,WR,"6'2""",184,SR,2020-02-18,
216,-41,Essang Bassey,Wake Forest,S,"5'10""",190,SR,2020-02-18,
217,-30,LaDarius Hamilton,North Texas,EDGE,"6'3""",255,SR,2020-02-18,
218,-17,Jonathan Garvin,Miami (FL),EDGE,"6'4""",250,JR,2020-02-18,
219,NEW,Quintez Cephus,Wisconsin,WR,6'1'',207,JR,2020-02-18,
220,+117,Jon Runyan,Michigan,OG,"6'5""",310,RSR,2020-02-18,
221,-3,Tyler Clark,Georgia,DL1T,"6'4""",300,SR,2020-02-18,
222,-67,Levante Bellamy,Western Michigan,RBC,"5'9""",185,SR,2020-02-18,
223,NEW,Geno Stone,Iowa,S,"5'10""",210,JR,2020-02-18,
224,+19,David Woodward,Utah State,ILB,"6'2""",235,JR,2020-02-18,
225,+24,Sterling Hofrichter,Syracuse,P,"5'9""",199,SR,2020-02-18,
226,+122,Justin Strnad,Wake Forest,OLB,"6'3""",230,RSR,2020-02-18,
227,-7,Khalil Davis,Nebraska,DL1T,"6'2""",310,SR,2020-02-18,
228,+18,Trey Sermon,Oklahoma,RBF,"6'0""",224,JR,2020-02-18,
229,+45,Reggie Corbin,Illinois,RB,"5'10""",200,JR,2020-02-18,
230,+30,J.J. Taylor,Arizona,RBC,"5'6""",184,SR,2020-02-18,
231,+170,Dane Jackson,Pitt,CB,"6'0""",190,SR,2020-02-18,
232,+247,JaMycal Hasty,Baylor,RBC,"5'9""",205,RSR,2020-02-18,
233,+16,Jeremy Chinn,Southern Illinois,S,"6'3""",208,SR,2020-02-18,
234,-69,Matt Hennessy,Temple,OC,"6'4""",295,JR,2020-02-18,
235,+41,Kendall Coleman,Syracuse,EDGE,"6'3""",266,SR,2020-02-18,
236,+4,Carlos Davis,Nebraska,DL3T,"6'2""",320,SR,2020-02-18,
237,-4,Levonta Taylor,Florida State,CB,"5'10""",181,SR,2020-02-18,
238,NEW,James Morgan,Florida International,QB,6'4'',213,SR,2020-02-18,
239,+5,Tanner Muse,Clemson,S,"6'2""",231,SR,2020-02-18,
240,NEW,Austin Edwards,Ferris State,DL5T,"6'4""",275,SR,2020-02-18,
241,-140,Aaron Fuller,Washington,WRS,"5'11""",186,SR,2020-02-18,
242,+77,Adrian Killins Jr.,UCF,RBC,"5'8""",164,SR,2020-02-18,
243,+56,Sean Adesanya,Central Michigan,EDGE,"6'3""",240,SR,2020-02-18,
244,-18,Dominik Eberle,Utah State,PK,"6'2""",195,SR,2020-02-18,
245,-112,T.J. McCoy,Louisville,OC,"6'1""",315,SR,2020-02-18,
246,+35,Kamren Curl,Arkansas,S,"6'2""",198,JR,2020-02-18,
247,+7,Jeremiah Dinson,Auburn,S,"6'0""",191,SR,2020-02-18,
248,+53,Myles Dorn,North Carolina,S,"6'1""",198,SR,2020-02-18,
249,-20,Kamal Martin,Minnesota,ILB,"6'3""",235,SR,2020-02-18,
250,-22,Darrion Daniels,Nebraska,DL1T,"6'3""",320,RSR,2020-02-18,
251,-36,Michael Warren II,Cincinnati,RB,"5'11""",218,JR,2020-02-18,
252,-16,Tipa Galeai,Utah State,EDGE,"6'5""",230,SR,2020-02-18,
253,-40,Carter Coughlin,Minnesota,OLB,"6'4""",245,SR,2020-02-18,
254,-8,Kendrick Rogers,Texas A&M,WR,6'4'',204,JR,2020-02-18,
255,+20,Braden Mann,Texas A&M,P,"5'11""",195,SR,2020-02-18,
256,+159,Chris Williamson,Minnesota,CB,"6'0""",198,SR,2020-02-18,
257,NEW,James Robinson,Illinois State,RB,"5'10""",220,JR,2020-02-18,
258,+37,John Houston Jr.,USC,OLB,"6'3""",220,SR,2020-02-18,
259,NEW,Julian Good-Jones,Iowa State,OT,"6'5""",308,RSR,2020-02-18,
260,NEW,Jordan Fehr,Appalachian State,ILB,"6'3""",230,SR,2020-02-18,
261,+43,Tony Jones Jr.,Notre Dame,RB,"5'11""",227,JR,2020-02-18,
262,+29,Rodrigo Blankenship,Georgia,PK,"6'1""",191,SR,2020-02-18,
263,NEW,Thakarius Keyes,Tulane,CB,"6'1""",195,SR,2020-02-18,
264,-41,Jared Pinkney,Vanderbilt,TE,"6'4""",255,RJR,2020-02-18,
265,-2,Robert Windsor,Penn State,DL3T,"6'4""",289,SR,2020-02-18,
266,-85,Gerold Bright,Utah State,RBC,"5'9""",195,SR,2020-02-18,
267,-7,Khaleke Hudson,Michigan,OLB,"6'0""",220,SR,2020-02-18,
268,-48,Shea Patterson,Michigan,QB,"6'2""",200,SR,2020-02-18,
269,NEW,Cam Gill,Wagner,OLB,"6'3""",240,SR,2020-02-18,
270,+55,Eric Lee Jr.,Nebraska,S,"6'0""",215,SR,2020-02-18,
271,+74,Alex Taylor,South Carolina State,OT,"6'9""",305,RSR,2020-02-18,
272,NEW,Lynn Bowden Jr.,Kentucky,WR,6'1'',199,JR,2020-02-18,
273,-6,Nick Coe,Auburn,DL5T,"6'5""",282,JR,2020-02-18,
274,NEW,Justin Herron,Wake Forest,OG,"6'4""",290,RSR,2020-02-18,
275,-20,Dontavious Jackson,Florida State,ILB,"6'3""",233,SR,2020-02-18,
276,+44,Lakiem Williams,Syracuse,OLB,"6'0""",225,SR,2020-02-18,
277,+107,Tae Crowder,Georgia,ILB,"6'3""",235,SR,2020-02-18,
278,+37,Travion Banks,Miami (OH),CB,"5'11""",184,SR,2020-02-18,
279,+18,DeMarkus Acy,Missouri,CB,"6'2""",195,SR,2020-02-18,
280,+36,Xavier Jones,SMU,RBC,"5'11""",208,SR,2020-02-18,
281,-4,Josiah Deguara,Cincinnati,TE,"6'3""",240,RSR,2020-02-18,
282,-116,Zack Shackelford,Texas,OC,"6'4""",305,SR,2020-02-18,
283,NEW,Ty'Son Williams,BYU,RB,"6'0""",220,SR,2020-02-18,
284,+162,Kyle Markway,South Carolina,TE,"6'4""",250,RJR,2020-02-18,
285,+63,Josiah Scott,Michigan State,CB,"5'10""",168,JR,2020-02-18,
286,+36,Cole McDonald,Hawaii,QB,"6'4""",220,JR,2020-02-18,
287,NEW,Aaron Crawford,North Carolina,DL3T,"6'2""",290,SR,2020-02-18,
288,+38,Breiden Fehoko,LSU,DL5T,"6'4""",291,SR,2020-02-18,
289,+67,Nigel Warrior,Tennessee,S,"6'0""",190,SR,2020-02-18,
290,-1,Joe Reed,Virginia,WR,6'1'',215,SR,2020-02-18,
291,NEW,Trevon McSwain,Duke,DL3T,"6'6""",285,SR,2020-02-18,
292,NEW,Eli Hanback,Virginia,DL3T,"6'4""",300,SR,2020-02-18,
293,NEW,Stephen Sullivan,LSU,TE,"6'5""",242,SR,2020-02-18,
294,NEW,DeShawn McClease,Virginia Tech,RBC,"5'9""",190,RJR,2020-02-18,
295,NEW,Charlie Heck,North Carolina,OT,"6'8""",310,SR,2020-02-18,
296,+34,George Lea,Arizona State,DL5T,"6'3""",275,RSR,2020-02-18,
297,-99,Kenny Cooper,Georgia Tech,OC,"6'2""",305,SR,2020-02-18,
298,NEW,Jo-El Shaw,Kent State,RB,"6'1""",230,SR,2020-02-18,
299,+24,Luke Farrell,Ohio State,TE,"6'6""",244,SR,2020-02-18,
300,+113,Javelin Guidry,Utah,CB,"5'9""",193,JR,2020-02-18,
301,NEW,Michael Turk,Arizona State,P,"6'1""",228,RJR,2020-02-18,
302,+32,Marcel Spears Jr.,Iowa State,OLB,"6'1""",215,RSR,2020-02-18,
303,+26,Robert Landers,Ohio State,DL3T,"6'1""",285,SR,2020-02-18,
304,+155,Asmar Bilal,Notre Dame,ILB,"6'2""",227,RSR,2020-02-18,
305,+68,Patrick Taylor Jr.,Memphis,RB,"6'3""",227,SR,2020-02-18,
306,+81,Rashad Robinson,James Madison,CB,"5'11""",185,SR,2020-02-18,
307,-20,Krys Barnes,UCLA,ILB,"6'1""",235,SR,2020-02-18,
308,+19,Marquez Callaway,Tennessee,WR,"6'2""",200,SR,2020-02-18,
309,-10,Jeff Thomas,Miami (FL),WRS,5'10'',180,JR,2020-02-18,
310,+15,Broderick Washington Jr.,Texas Tech,DL3T,"6'3""",305,SR,2020-02-18,
311,+66,Christian Rector,USC,DL5T,"6'4""",275,RSR,2020-02-18,
312,+64,Artavis Pierce,Oregon State,RBC,"5'11""",208,SR,2020-02-18,
313,-20,Casey Toohill,Stanford,EDGE,"6'4""",247,SR,2020-02-18,
314,-1,Garrett Marino,UAB,DL3T,"6'2""",290,SR,2020-02-18,
315,-27,Kylan Johnson,Pitt,OLB,"6'2""",230,SR,2020-02-18,
316,+21,Steven Montez,Colorado,QB,"6'5""",230,SR,2020-02-18,
317,+57,Shaun Bradley,Temple,OLB,"6'1""",225,SR,2020-02-18,
318,-112,Joseph Charlton,South Carolina,P,"6'5""",190,SR,2020-02-18,
319,NEW,Rico Dowdle,South Carolina,RB,"6'0""",215,SR,2020-02-18,
320,+164,Jake Luton,Oregon State,QB,6'7'',229,SR,2020-02-18,
321,-20,Willie Gay Jr.,Mississippi State,OLB,"6'2""",235,JR,2020-02-18,
322,+36,Harrison Hand,Temple,S,"6'0""",192,JR,2020-02-18,
323,NEW,Derrek Tuszka,North Dakota State,EDGE,"6'5""",246,SR,2020-02-18,
324,-3,David Reese II,Florida,ILB,"6'1""",248,SR,2020-02-18,
325,+37,Jaquarius Landrews,Mississippi State,S,"5'11""",197,SR,2020-02-18,
326,-88,Trystan Colon-Castillo,Missouri,OC,"6'4""",315,JR,2020-02-18,
327,+1,Cheyenne O'Grady,Arkansas,TE,"6'4""",256,SR,2020-02-18,
328,-61,Connor Slomka,Army,FB,"6'0""",240,SR,2020-02-18,
329,+197,Tra Barnett,Georgia State,RBC,5'10,185,SR,2020-02-18,
330,+100,Myles Bryant,Washington,CB,"5'9""",184,SR,2020-02-18,
